fileIdentifier,source,license,fileType,sha256,metadata,source_norm,fileType_norm
https://sketchfab.com/3d-models/cfbf848b311747bca0e7e806f6d7fffb,sketchfab,Creative Commons - Attribution,glb,4b4d0b9ff7d014814a8f38572387b1408ab881f7d57062173049777419b98994,{},sketchfab,glb
https://sketchfab.com/3d-models/9d2e1796b10e48fda5b8013e5c144766,sketchfab,Creative Commons - Attribution,glb,9cb1e4d57b0c3a845979fcd29104d0baa167dc2de270e94bce852204c5dfb4ed,{},sketchfab,glb
https://sketchfab.com/3d-models/c77fec53853a425e84226193dcab3eaf,sketchfab,Creative Commons - Attribution,glb,243842d2392f6f917ef20d49087d257039553a3f30e4e4699a4d9bd4c6f2742d,{},sketchfab,glb
https://sketchfab.com/3d-models/8aa3ea3f77884187b9368e9aafd9f134,sketchfab,Creative Commons - Attribution,glb,bed964aecc98becb85bfd6d4f8e93866d6128c9a2e56a3ee3280093ace0c4299,{},sketchfab,glb
https://sketchfab.com/3d-models/b9d8e86fbfc84327be1e8a58fa1f3d33,sketchfab,Creative Commons - Attribution,glb,1bd5b22c0ef85f8b887ca210db8babd97503256224cfe980834040dc9041d9ea,{},sketchfab,glb
https://sketchfab.com/3d-models/eec4bd47f0264f7c85cae27efffee5a6,sketchfab,Creative Commons - Attribution,glb,2e9568ef77a817e715d10fee8546e288f0465d1d925eca85ec9d398cbf8b531e,{},sketchfab,glb
https://sketchfab.com/3d-models/aa6530e853dc43ce88037e469e0d4607,sketchfab,Creative Commons - Attribution,glb,cc18713d0d77b4cd44110fc58ea3308b8681f430e674e49a69d68b5171f3f99d,{},sketchfab,glb
https://sketchfab.com/3d-models/43bcba64950045d586fd571b46b573f5,sketchfab,Creative Commons - Attribution,glb,86325e8dbe79b4fadd84f91408043dcc98d515cb45c540b70a11a1cbf15312a8,{},sketchfab,glb
https://sketchfab.com/3d-models/fb13394bdaf94bda9dca3fcac69e5b04,sketchfab,Creative Commons - Attribution,glb,05ae79fb7e4db0a321b094885fb11759d683831e9a9109d1d34a84768c4f06c2,{},sketchfab,glb
https://sketchfab.com/3d-models/368b27631a1446928a5f10cfc33d31d1,sketchfab,Creative Commons - Attribution,glb,8855692f7a5ca7639496beea8ffe1b3acd590eeddedcc2025058bee63d51c432,{},sketchfab,glb
https://sketchfab.com/3d-models/212726a4c9784b0082f70b75b7cbd5a3,sketchfab,Creative Commons - Attribution,glb,1c7025e07ad5c3e1bb943fa11b9445db0e35ff84356ed8c4b715c1d0f425bc3c,{},sketchfab,glb
https://sketchfab.com/3d-models/4a7ae91e36f142f2a2ff1245a212c6b5,sketchfab,Creative Commons - Attribution,glb,c1798755ed47306f407fc43c5677c18b46eb3f9eb5a35ddcd87888814a5b693d,{},sketchfab,glb
https://sketchfab.com/3d-models/eae4284ffbde468fbed36c40700d5e9a,sketchfab,Creative Commons - Attribution,glb,a2b77bab64cccf8ab419b155c21a6be7e16c56034500338aa98631b0e9202233,{},sketchfab,glb
https://sketchfab.com/3d-models/fd34becf84de47c2b9335e24c6bba0f2,sketchfab,Creative Commons - Attribution,glb,a186e6f60c76f5249cd36f6dbc3bd4374dae73b85f761f5b1a099e96abc7a8ed,{},sketchfab,glb
https://sketchfab.com/3d-models/564eb41cdcea40518a2094c4ec6d2e20,sketchfab,Creative Commons - Attribution,glb,51262bab317b9aacd177257f9e9b1c1af1de3092f0f2ff145186eac08bc7380c,{},sketchfab,glb
https://sketchfab.com/3d-models/9caab91f55644841b236b7c8ae5bd09e,sketchfab,Creative Commons - Attribution,glb,a63c09996544d675dfd287e467f2cfb7dcd705377efeed25a1164918e49ebe5b,{},sketchfab,glb
https://sketchfab.com/3d-models/64a5f1eed2d442f58a3a08254f56db8d,sketchfab,Creative Commons - Attribution,glb,f5ad828dd3552815a69692c622f81aac1ee4af8498250f3df537cf9807fa58af,{},sketchfab,glb
https://sketchfab.com/3d-models/1269d6b98cec49ceb7d1fd7bc5c3a52a,sketchfab,Creative Commons - Attribution,glb,669aa1801266015180e50074ede625155de9d3203f2296d7e6647af7624d9514,{},sketchfab,glb
https://sketchfab.com/3d-models/8a789071d824453a85328e487385e504,sketchfab,Creative Commons - Attribution,glb,d26047ebf90008826f3119e858bc4400d9a43306ab25450815c98713f80240e0,{},sketchfab,glb
https://sketchfab.com/3d-models/31f9f793011b43e38ce9421298f90b80,sketchfab,Creative Commons - Attribution,glb,aa9277ab0f652279e8029858353d60933c64cd60d3fac0523dd5231942bd5855,{},sketchfab,glb
https://sketchfab.com/3d-models/bc33fab9fdf54548b498176ddc6a36c8,sketchfab,Creative Commons - Attribution,glb,88cdaf3e75682a378190c1d9f26b51ef12a354ef7b222eadec39abff8709395c,{},sketchfab,glb
https://sketchfab.com/3d-models/ca00483b23cf4fb68978b81bc073a99c,sketchfab,Creative Commons - Attribution,glb,4fdd641f6b3de995211678637aeac1243634412227c9ba59892c195f97c60c8d,{},sketchfab,glb
https://sketchfab.com/3d-models/6756b93904ae4a888de01f96b4279bbf,sketchfab,Creative Commons - Attribution,glb,7fdf316091fd0a496de15693e85ff0916dcda891d8dd4405f69cf85861174c1c,{},sketchfab,glb
https://sketchfab.com/3d-models/9d89aae6a7c84bbc97c63c06055ecedd,sketchfab,Creative Commons - Attribution,glb,20817a35bb6979c17cabc898f2830408576e3d74a1df75722213b0f44803f1ac,{},sketchfab,glb
https://sketchfab.com/3d-models/a733987950304cfe86336f74f5bcb6d2,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,1972c111d7553e042f1508ab775e962d4b9407986f5e3d09d20584c82698175e,{},sketchfab,glb
https://sketchfab.com/3d-models/4c545bd4e969493d909e717c14927cfa,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,b4bfd1ee9134c534a97344eea580099ea8b2e789de73581666e1ae7998b29d58,{},sketchfab,glb
https://sketchfab.com/3d-models/8567ec65cc5f44fa83b0d43c30e53d67,sketchfab,Creative Commons - Attribution,glb,14a5d621c6f49907f31525125f8fef7258c06d204139b1fb413a9c7f9532bc61,{},sketchfab,glb
https://sketchfab.com/3d-models/f532bf1320d94bddbd2985a3b691390a,sketchfab,Creative Commons - Attribution,glb,e647d375838e4b57b2c8ca0c659d5bed22055fe0f5ec4da11b8cb6c561a70383,{},sketchfab,glb
https://sketchfab.com/3d-models/91c7f3eacb1f4263984c210ae5a1e75b,sketchfab,Creative Commons - Attribution,glb,cc78c5ed1e766de5eab35e8f67554f167c0acd4000fa75e2ccbde257282c58c8,{},sketchfab,glb
https://sketchfab.com/3d-models/18666be102254b479c21dab05c79deb4,sketchfab,Creative Commons - Attribution,glb,c67ceacea3949c096f8da10425e7c97f838a33026c6fc48ea1d1ffd308c7b43f,{},sketchfab,glb
https://sketchfab.com/3d-models/15d00d76890d458ea454d34ce08cbda5,sketchfab,Creative Commons - Attribution,glb,941de8fbdaef888be7c2b35315eaa1a8adbf802274cca304219f8b310acfe602,{},sketchfab,glb
https://sketchfab.com/3d-models/1b736746f79e489ead3a24eb13e516cd,sketchfab,Creative Commons - Attribution,glb,b52e051ac798ba350bf1569646aa7c1a3f54b38b67b089fa2e2f5d84684b417a,{},sketchfab,glb
https://sketchfab.com/3d-models/81ea8c1314fc4517995b7ce5218c676d,sketchfab,Creative Commons - Attribution,glb,a5921d2f8f9b492a2157eaa3effd5c9855898fedc813841c2d6693e2ebe29f92,{},sketchfab,glb
https://sketchfab.com/3d-models/0738bdf0011949a3aa2924cfb6d9bdb7,sketchfab,Creative Commons - Attribution,glb,2d88025bad6d83f816e0ae744aae6aed45d000aecb4fc1eb6f6c265d22362d93,{},sketchfab,glb
https://sketchfab.com/3d-models/df894b66e2e54b558a43497becb94ff0,sketchfab,Creative Commons - Attribution,glb,f1cd6f5ee9947a6de3e43a76feb25c059c785aa0fecc40191f56ebd0a3964432,{},sketchfab,glb
https://sketchfab.com/3d-models/54663686326a473ba36e7abec8b26240,sketchfab,Creative Commons - Attribution,glb,0f00f0156217f0e53fb09abe50a24ab06dc0c090dca97c51ae06b40536702519,{},sketchfab,glb
https://sketchfab.com/3d-models/37c5dad4f2544979a618716da703373b,sketchfab,Creative Commons - Attribution,glb,5f5dfe7dcdca54ef4b2c3bf75f6cf3b47cf060f84c5de01dbc9180c2660dcc25,{},sketchfab,glb
https://sketchfab.com/3d-models/3813b360676244ac89879f6b922e1df4,sketchfab,Creative Commons - Attribution,glb,4290afacf2d66df89490c459870baeffe01a5eb10c78fe5f9419107bf29a970b,{},sketchfab,glb
https://sketchfab.com/3d-models/6d605b21c14545ef8c3613f337b678c1,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,9ca13696aec555290436220366f4d81826e10972284a2b1760de07c257340cb0,{},sketchfab,glb
https://sketchfab.com/3d-models/29834e136dda40b3901f0635115e9206,sketchfab,Creative Commons - Attribution,glb,8db2f9e87d1f4cc972afe7f6de121059814cede4594b66b2b4b3a48949358f8f,{},sketchfab,glb
https://sketchfab.com/3d-models/05d94922904340afb9693059004a992f,sketchfab,Creative Commons - Attribution,glb,25a34d77bbc5e54ebc2bbf87e9ac974604bf65fc68a962a5a10f9a5cc3c83e5b,{},sketchfab,glb
https://sketchfab.com/3d-models/17d958dc9bb74c5f92245b84ebe0ba70,sketchfab,Creative Commons - Attribution,glb,91ab6d83f74ad7274a642da8036a7ac552edb51e6419e6ab44ec6f645734fa5f,{},sketchfab,glb
https://sketchfab.com/3d-models/48affbe539e34eb3965da55a4df62a2c,sketchfab,Creative Commons - Attribution,glb,814beaef8149b0b5dc2d806b14ff7a77ffa1ff112c0a079c0b3206b05cabcdd9,{},sketchfab,glb
https://sketchfab.com/3d-models/4060318ffe71411494816f5a3dacab8d,sketchfab,Creative Commons - Attribution,glb,c943a9f52441f504aad392283ccdfe9adc3ef2f836822b99cfb341ffd38185c9,{},sketchfab,glb
https://sketchfab.com/3d-models/7b2c56e6fffa4aafaf90a9e3bb2d4345,sketchfab,Creative Commons - Attribution,glb,09ecc5bc4e3d806d50563a099b223fe36a5b914c87e0ea088a01a1e3c1ccd938,{},sketchfab,glb
https://sketchfab.com/3d-models/bc2bd9e5cadc441aa77a2f4a3cce5171,sketchfab,Creative Commons - Attribution,glb,980a3f7455f20cfc62879c8936854e7fb9158826340822c5bb6795e8f97f923b,{},sketchfab,glb
https://sketchfab.com/3d-models/a32d29b26c5e41daad78357a07a50040,sketchfab,Creative Commons - Attribution,glb,221bf9ac48924837551d972ec55228c3be33fcb8cf55d3dbbe5e6d2424047746,{},sketchfab,glb
https://sketchfab.com/3d-models/c3831a59d565490a9eda75d4ccef05f1,sketchfab,Creative Commons - Attribution,glb,f09a6c326c8d2e6457c27690ce4a69253e55ed10f045d4a06a073c9b9d6d210b,{},sketchfab,glb
https://sketchfab.com/3d-models/1e49f74b6d6940f1a6af39168b636a1a,sketchfab,Creative Commons - Attribution - Non-Commercial,glb,6f6bb8cf9ea093d8e164cc203a6a211bca467274c1507610b2e287bebfef8821,{},sketchfab,glb
https://sketchfab.com/3d-models/5f3b0fdba3ff408fab5456127632a5d7,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,8bb3f2f5e8d6b620b6dcafe7005274886d547822f7e377193d5f3c4007b4e556,{},sketchfab,glb
https://sketchfab.com/3d-models/3beeafa970304cb7ab97b496b34b7b4a,sketchfab,Creative Commons - Attribution,glb,26972e7f4016ecf3cfde074ee6c8a6ad9a01a3c15a60b9604e1f0b502a5c26ab,{},sketchfab,glb
https://sketchfab.com/3d-models/1a149be991c14025a6af4a11e8ed84a2,sketchfab,Creative Commons - Attribution,glb,c562e11567f876dda847a20b733ab88e4c9fb77c1cb554e9ac5c7a7a5be79e08,{},sketchfab,glb
https://sketchfab.com/3d-models/1935902c177542aaa8dcf5f0e40a4305,sketchfab,Creative Commons - Attribution,glb,45fe2d37f47d671cc74cb71a319141c9dd8e16f414854f16be44181db2f58c58,{},sketchfab,glb
https://sketchfab.com/3d-models/e47d45632b8e416f866e9b490e5fc478,sketchfab,Creative Commons - Attribution,glb,0b657672d342e082e399f2cc1a7ca2ef1495685317280d35605e7ff0328dcd9a,{},sketchfab,glb
https://sketchfab.com/3d-models/b1d70a52503a4fb78e166a5a26d1de1b,sketchfab,Creative Commons - Attribution,glb,98bb20fecc098d12a3d83f976ee24412da07853c6a1840646da9f17e8385138d,{},sketchfab,glb
